"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"Jun 30 06:41:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 14744 ssh2","2025-06-30T06:41:00.000+0530",6,30,41,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:37:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 23693 ssh2","2025-06-30T06:37:00.000+0530",6,30,37,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:37:00 server sshd[12345]: Failed password for admin from 172.16.0.2 port 23693 ssh2","2025-06-30T06:37:00.000+0530",6,30,37,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:35:00 server sshd[12345]: Failed password for john from 10.0.0.5 port 24857 ssh2","2025-06-30T06:35:00.000+0530",6,30,35,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:35:00 server sshd[12345]: Failed password for john from 10.0.0.5 port 24857 ssh2","2025-06-30T06:35:00.000+0530",6,30,35,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:24:00 server sshd[12345]: Failed password for john from 192.168.1.10 port 26727 ssh2","2025-06-30T06:24:00.000+0530",6,30,24,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:24:00 server sshd[12345]: Failed password for john from 192.168.1.10 port 26727 ssh2","2025-06-30T06:24:00.000+0530",6,30,24,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:17:00 server sshd[12345]: Failed password for alice from 203.0.113.15 port 45260 ssh2","2025-06-30T06:17:00.000+0530",6,30,17,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:17:00 server sshd[12345]: Failed password for alice from 203.0.113.15 port 45260 ssh2","2025-06-30T06:17:00.000+0530",6,30,17,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:15:00 server sshd[12345]: Failed password for admin from 203.0.113.15 port 46209 ssh2","2025-06-30T06:15:00.000+0530",6,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:15:00 server sshd[12345]: Failed password for admin from 203.0.113.15 port 46209 ssh2","2025-06-30T06:15:00.000+0530",6,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:15:00 server sshd[12345]: Failed password for guest from 203.0.113.15 port 31855 ssh2","2025-06-30T06:15:00.000+0530",6,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:15:00 server sshd[12345]: Failed password for guest from 203.0.113.15 port 31855 ssh2","2025-06-30T06:15:00.000+0530",6,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:13:00 server sshd[12345]: Failed password for guest from 198.51.100.23 port 14584 ssh2","2025-06-30T06:13:00.000+0530",6,30,13,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:13:00 server sshd[12345]: Failed password for guest from 198.51.100.23 port 14584 ssh2","2025-06-30T06:13:00.000+0530",6,30,13,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:12:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 55931 ssh2","2025-06-30T06:12:00.000+0530",6,30,12,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:12:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 55931 ssh2","2025-06-30T06:12:00.000+0530",6,30,12,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 06:07:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 55162 ssh2","2025-06-30T06:07:00.000+0530",6,30,7,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 06:07:00 server sshd[12345]: Failed password for guest from 10.0.0.5 port 55162 ssh2","2025-06-30T06:07:00.000+0530",6,30,7,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:59:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 56812 ssh2","2025-06-30T05:59:00.000+0530",5,30,59,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:59:00 server sshd[12345]: Failed password for admin from 10.0.0.5 port 56812 ssh2","2025-06-30T05:59:00.000+0530",5,30,59,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:53:00 server sshd[12345]: Failed password for guest from 203.0.113.15 port 2559 ssh2","2025-06-30T05:53:00.000+0530",5,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:53:00 server sshd[12345]: Failed password for guest from 203.0.113.15 port 2559 ssh2","2025-06-30T05:53:00.000+0530",5,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:50:00 server sshd[12345]: Failed password for guest from 192.168.1.10 port 62473 ssh2","2025-06-30T05:50:00.000+0530",5,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:50:00 server sshd[12345]: Failed password for guest from 192.168.1.10 port 62473 ssh2","2025-06-30T05:50:00.000+0530",5,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:50:00 server sshd[12345]: Failed password for admin from 192.168.1.20 port 32731 ssh2","2025-06-30T05:50:00.000+0530",5,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:50:00 server sshd[12345]: Failed password for admin from 192.168.1.20 port 32731 ssh2","2025-06-30T05:50:00.000+0530",5,30,50,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:48:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 33090 ssh2","2025-06-30T05:48:00.000+0530",5,30,48,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:48:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 33090 ssh2","2025-06-30T05:48:00.000+0530",5,30,48,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:45:00 server sshd[12345]: Failed password for alice from 192.168.1.10 port 2977 ssh2","2025-06-30T05:45:00.000+0530",5,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:45:00 server sshd[12345]: Failed password for alice from 192.168.1.10 port 2977 ssh2","2025-06-30T05:45:00.000+0530",5,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:43:00 server sshd[12345]: Failed password for john from 10.0.0.5 port 57324 ssh2","2025-06-30T05:43:00.000+0530",5,30,43,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:43:00 server sshd[12345]: Failed password for john from 10.0.0.5 port 57324 ssh2","2025-06-30T05:43:00.000+0530",5,30,43,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:39:00 server sshd[12345]: Failed password for guest from 192.168.1.20 port 39579 ssh2","2025-06-30T05:39:00.000+0530",5,30,39,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:39:00 server sshd[12345]: Failed password for guest from 192.168.1.20 port 39579 ssh2","2025-06-30T05:39:00.000+0530",5,30,39,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:34:00 server sshd[12345]: Failed password for root from 192.168.1.10 port 58787 ssh2","2025-06-30T05:34:00.000+0530",5,30,34,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:34:00 server sshd[12345]: Failed password for root from 192.168.1.10 port 58787 ssh2","2025-06-30T05:34:00.000+0530",5,30,34,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:18:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 48471 ssh2","2025-06-30T05:18:00.000+0530",5,30,18,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:18:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 48471 ssh2","2025-06-30T05:18:00.000+0530",5,30,18,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:15:00 server sshd[12345]: Failed password for alice from 192.168.1.10 port 35943 ssh2","2025-06-30T05:15:00.000+0530",5,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:15:00 server sshd[12345]: Failed password for alice from 192.168.1.10 port 35943 ssh2","2025-06-30T05:15:00.000+0530",5,30,15,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 05:14:00 server sshd[12345]: Failed password for guest from 192.168.1.20 port 62470 ssh2","2025-06-30T05:14:00.000+0530",5,30,14,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 05:14:00 server sshd[12345]: Failed password for guest from 192.168.1.20 port 62470 ssh2","2025-06-30T05:14:00.000+0530",5,30,14,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 04:59:00 server sshd[12345]: Failed password for alice from 203.0.113.15 port 49162 ssh2","2025-06-30T04:59:00.000+0530",4,30,59,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 04:59:00 server sshd[12345]: Failed password for alice from 203.0.113.15 port 49162 ssh2","2025-06-30T04:59:00.000+0530",4,30,59,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 04:45:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 1888 ssh2","2025-06-30T04:45:00.000+0530",4,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 04:45:00 server sshd[12345]: Failed password for alice from 172.16.0.2 port 1888 ssh2","2025-06-30T04:45:00.000+0530",4,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
"Jun 30 04:38:00 server sshd[12345]: Failed password for alice from 10.0.0.5 port 61477 ssh2","2025-06-30T04:38:00.000+0530",4,30,38,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::__[]:______...___","auth.log",1,"DESKTOP-323JAS5",,16,0
"Jun 30 04:38:00 server sshd[12345]: Failed password for alice from 10.0.0.5 port 61477 ssh2","2025-06-30T04:38:00.000+0530",4,30,38,june,0,monday,2025,local,,"DESKTOP-323JAS5","socs_log",1,"__::__[]:______...___","auth.log",index,"DESKTOP-323JAS5",,16,0
