"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"Jun 30 05:04:00 firewall: Connection from 192.168.1.10 to 172.16.0.2 on port 3389 BLOCKED","2025-06-30T05:04:00.000+0530",5,30,4,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:04:00 firewall: Connection from 192.168.1.10 to 172.16.0.2 on port 3389 BLOCKED","2025-06-30T05:04:00.000+0530",5,30,4,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 05:03:00 firewall: Connection from 192.168.1.10 to 172.16.0.2 on port 22 BLOCKED","2025-06-30T05:03:00.000+0530",5,30,3,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 05:03:00 firewall: Connection from 192.168.1.10 to 172.16.0.2 on port 22 BLOCKED","2025-06-30T05:03:00.000+0530",5,30,3,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 04:56:00 firewall: Connection from 10.0.0.5 to 203.0.113.15 on port 8080 BLOCKED","2025-06-30T04:56:00.000+0530",4,30,56,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 04:56:00 firewall: Connection from 10.0.0.5 to 203.0.113.15 on port 8080 BLOCKED","2025-06-30T04:56:00.000+0530",4,30,56,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 04:53:00 firewall: Connection from 192.168.1.20 to 192.168.1.10 on port 22 BLOCKED","2025-06-30T04:53:00.000+0530",4,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 04:53:00 firewall: Connection from 192.168.1.20 to 192.168.1.10 on port 22 BLOCKED","2025-06-30T04:53:00.000+0530",4,30,53,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 04:52:00 firewall: Connection from 172.16.0.2 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T04:52:00.000+0530",4,30,52,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 04:52:00 firewall: Connection from 172.16.0.2 to 192.168.1.10 on port 3389 BLOCKED","2025-06-30T04:52:00.000+0530",4,30,52,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 04:45:00 firewall: Connection from 192.168.1.20 to 203.0.113.15 on port 22 BLOCKED","2025-06-30T04:45:00.000+0530",4,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 04:45:00 firewall: Connection from 192.168.1.20 to 203.0.113.15 on port 22 BLOCKED","2025-06-30T04:45:00.000+0530",4,30,45,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
"Jun 30 04:39:00 firewall: Connection from 198.51.100.23 to 192.168.1.10 on port 8080 BLOCKED","2025-06-30T04:39:00.000+0530",4,30,39,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log",2,"DESKTOP-323JAS5",,16,0
"Jun 30 04:39:00 firewall: Connection from 198.51.100.23 to 192.168.1.10 on port 8080 BLOCKED","2025-06-30T04:39:00.000+0530",4,30,39,june,0,monday,2025,local,,"DESKTOP-323JAS5",main,1,"__::_:___...__...____","network_connections.log","network_cinnection log","DESKTOP-323JAS5",,16,0
